codigo_da_parada;logradouro;bairro;cidade;latitude;longitude
040094;Rio Solimões;Areias;Recife;-8  5 52.83;-34  56 20.69
040095;Villas Boas;Areias;Recife;-8  5 43.33;-34 56 21.30
040096;Villas Boas;Areias;Recife;-8  5 37.74;-34 56 17.57
040097;Villas Boas;Areias;Recife;-8   5 36.57;-34 56 17.12
040098;Villas Boas;Areias;Recife;-8   5 46.20;-34  56 22.62
040099;Amador Araújo;Barro;Recife;-8  5 28.20;-34 56 36.41
040100;Amador Araújo;Barro;Recife;-8   5 29.02;-34  56 36.67
040101;Diogo Rodrigues;Barro;Recife;-8  5 18.35;-34  56 29.15
040102;Diogo Rodrigues;Barro;Recife;-8 5 23.16;-34 56 26.52
040103;Diogo Rodrigues;Barro;Recife;-8 5 18.19;-34  56 22.00
040104;Diogo Rodrigues;Barro;Recife;-8   5 18.74;-34  56 30.79
040105;Nóbrega;Barro;Recife;-8  5 25.28;-34  56 19.74
040106;Nóbrega;Barro;Recife;-8  5 31.86;-34 56 19.65
040107;Nóbrega;Barro;Recife;-8   5 31.54;-34 56 19.97
040108;Nóbrega;Barro;Recife;-8  5 24.97;-34  56 20.12
040109;Joaquim Amazonas;pacheco;Recife;-8 5 47.63;-34  57 44.15
040110;José Lins do Rego;pacheco;Recife;-8  5 44.58;-34 57 46.53
040111;José Lins do Rego;pacheco;Recife;-8 5 44.71;-34 57 46.86
040114;Queira Deus;Tejipio;Recife;-8  5 33.04;-34 57 42.69
040115;Queira Deus;Tejipio;Recife;-8  5 34.03;-34  57 42.48
040116;Pereira Carneiro;Sucupira;Jaboatão dos Guararapes;-8 6 33.03;-34  57 42.68
040117;Pereira Carneiro;Sucupira;Jaboatão dos Guararapes;-8   6 29.68;-34  57 45.76
040118;Pereira Carneiro;Sucupira;Jaboatão dos Guararapes;-8 6 24.54;-34 57 46.79
040119;Pereira Carneiro;Sucupira;Jaboatão dos Guararapes;-8  6 18.83;-34 57 49.29
040120;Pereira Carneiro;Sucupira;Jaboatão dos Guararapes;-8   4 39.09;-34 56 52.16
040121;Pereira Carneiro;Sucupira;Jaboatão dos Guararapes;-8 6 2.91;-34 58 7.65
040122;Pereira Carneiro;Sucupira;Jaboatão dos Guararapes;-8   6 5.61;-34 58 6.78
040123;Pereira Carneiro;Sucupira;Jaboatão dos Guararapes;-8   6 10.76;-34  57 58.12
040124;Pereira Carneiro;Sucupira;Jaboatão dos Guararapes;-8 6 17.45;-34 57 50.05
040125;Pereira Carneiro;Sucupira;Jaboatão dos Guararapes;-8   6 24.09;-34 57 47.58
040126;Pereira Carneiro;Sucupira;Jaboatão dos Guararapes;-8  6 7.75;-34 58 2.25
040127;Pereira Carneiro;Sucupira;Jaboatão dos Guararapes;-8 6 32.38;-34 57 43.44
040128;Agamenon Magalhães;Cavaleiro;Olinda;-8 4 55.22;-34  58 46.20
040129;Agamenon Magalhães;Cavaleiro;Olinda;-8   5 2.73;-34 58 42.86
040130;Agamenon Magalhães;Cavaleiro;Jaboatão dos Guararapes;-8  5 9.10;-34 58 33.36
040131;Agamenon Magalhães;Cavaleiro;Olinda;-8  5 15.49;-34 58 29.89
040132;Agamenon Magalhães;Cavaleiro;Recife;-8 5 24.80;-34 58 25.99
040133;Agamenon Magalhães;Cavaleiro;Jaboatão dos Guararapes;-8  5 29.14;-34  58 23.84
040134;Agamenon Magalhães;Cavaleiro;Olinda;-8  5 41.47;-34 58 22.51
040135;Cavaleiro;Cavaleiro;Jaboatão dos Guararapes;-8 5 40.12;-34 58 22.47
040136;Agamenon Magalhães;Cavaleiro;Jaboatão dos Guararapes;-8  5 50.41;-34 58 18.99
040137;Agamenon Magalhães;Cavaleiro;Olinda;-8  5 55.86;-34 58 13.85
040138;Agamenon Magalhães;Cavaleiro;Olinda;-8   5 58.18;-34  58 10.86
040139;Agamenon Magalhães;Cavaleiro;Jaboatão dos Guararapes;-8  5 57.78;-34  58 10.88
040140;Agamenon Magalhães;Cavaleiro;Jaboatão dos Guararapes;-8   5 52.73;-34 58 16.24
040141;Agamenon Magalhães;Cavaleiro;Jaboatão dos Guararapes;-8  5 44.03;-34  58 22.05
040142;Paes de Andrade;Cavaleiro;Jaboatão dos Guararapes;-8  5 36.07;-34  58 21.08
040143;Agamenon Magalhães;Cavaleiro;Olinda;-8  5 27.30;-34 58 24.39
040144;Agamenon Magalhães;Cavaleiro;Jaboatão dos Guararapes;-8 5 21.46;-34  58 26.00
040145;Agamenon Magalhães;Cavaleiro;Jaboatão dos Guararapes;-8   5 14.80;-34  58 30.10
040146;Agamenon Magalhães;Cavaleiro;Jaboatão dos Guararapes;-8   5 6.78;-34 58 33.42
040147;Agamenon Magalhães;Cavaleiro;Jaboatão dos Guararapes;-8  5 3.68;-34 58 39.87
040148;Agamenon Magalhães;Cavaleiro;Olinda;-8 4 55.25;-34 58 45.68
040149;Joaquim Tenório;Cavaleiro;Jaboatão dos Guararapes;-8 05.454;-34 58.306
040150;Joaquim Tenório;Cavaleiro;Jaboatão dos Guararapes;-8  5 24.97;-34 58 15.75
040168;José Gomes de Moura;Estância;Recife;-8  4 45.03;-34  56 0.87
040169;Alberto Pasqualine;Jardim São Paulo;Recife;-8 4 47.16;-34 56 4.95
040170;Alberto Pasqualine;Jardim São Paulo;Recife;-8 4 50.05;-34  56 11.41
040171;Agamenon Salazar;Jardim São Paulo;Recife;-8 4 55.02;-34 56 16.59
040172;Agamenon Salazar;Jardim São Paulo;Recife;-8  4 52.09;-34 56 18.70
040173;Osório Borba;Jardim São Paulo;Recife;-8   4 58.46;-34  56 18.41
040174;Fátima;Jardim São Paulo;Recife;-8  4 58.49;-34  56 7.13
040175;João Cabral de Melo Neto;Estância;Recife;-8   4 45.29;-34 55 55.93
040176;João Cabral de Melo Neto;Estância;Recife;-8  4 45.08;-34 55 58.78
040181;José Natário;Areias;Recife;-8 5 15.09;-34 56 15.10
040182;José Natário;Areias;Recife;-8  5 21.97;-34 56 13.49
040183;José Natário;Areias;Recife;-8   5 27.68;-34 56 11.91
040184;José Natário;Areias;Recife;-8  5 27.17;-34 56 11.96
040185;José Natário;Areias;Recife;-8 5 20.78;-34 56 13.42
040186;José Natário;Areias;Recife;-8 5 13.29;-34  56 15.00
040187;Central;Jardim São Paulo;Recife;-8  5 9.95;-34 56 13.46
040188;Rocha Pombo;Estância;Recife;-8 4 58.98;-34 55 53.52
040189;Jorge Abrantes;Jiquiá;Recife;-8 5 24.08;-34 55 14.61
040190;Juarez Millet;Jiquiá;Recife;-8  5 20.23;-34 55 22.33
040191;Juarez Millet;Jiquiá;Recife;-8  5 18.95;-34 55 29.58
040192;João Teixeira;Jiquiá;Recife;-8  5 17.28;-34 55 36.45
040193;João Teixeira;Jiquiá;Recife;-8  5 9.13;-34 55 39.45
040194;João Teixeira;Jiquiá;Recife;-8 5 8.91;-34  55 39.93
040195;João Teixeira;Jiquiá;Recife;-8 5 17.00;-34 55 36.98
040196;Jorge Abrantes;Jiquiá;Recife;-8  5 23.27;-34 55 20.52
040197;Central;Jiquiá;Recife;-8 5 2.56;-34 55 49.11
040198;Central;Barro;Recife;-8 05.207;-34 55.816
040199;BR-101;Barro;Recife;-8   5 18.19;-34 56 46.76
040200;BR-101;Barro;Recife;-8  5 17.92;-34 56 47.17
040203;Manoel Carneiro Leão;Dois Carneiros;Jaboatão dos Guararapes;-8 6 57.99;-34  58 0.34
040204;Manoel Carneiro Leão;Dois Carneiros;Jaboatão dos Guararapes;-8  6 51.74;-34 58 6.66
040205;Manoel Carneiro Leão;Dois Carneiros;Jaboatão dos Guararapes;-8 6 47.91;-34 58 10.12
040206;Manoel Carneiro Leão;Dois Carneiros;Jaboatão dos Guararapes;-8 6 41.02;-34  58 14.51
040207;Manoel Carneiro Leão;Dois Carneiros;Jaboatão dos Guararapes;-8 6 51.87;-34 58 7.14
040208;Manoel Carneiro Leão;Dois Carneiros;Jaboatão dos Guararapes;-8    6 35.72;-34 58 29.24
040209;Manoel Carneiro Leão;Dois Carneiros;Jaboatão dos Guararapes;-8  6 27.69;-34 58 33.90
040210;Manoel Carneiro Leão;Dois Carneiros;Jaboatão dos Guararapes;-8  6 21.64;-34 58 35.99
040211;Manoel Carneiro Leão;Dois Carneiros;Jaboatão dos Guararapes;-8  6 22.02;-34 58 36.06
040212;Manoel Carneiro Leão;Dois Carneiros;Jaboatão dos Guararapes;-8 6 27.68;-34  58 34.23
040213;Manoel Carneiro Leão;Dois Carneiros;Jaboatão dos Guararapes;-8   6 35.53;-34  58 29.79
040214;Manoel Carneiro Leão;Dois Carneiros;Jaboatão dos Guararapes;-8 6 40.96;-34 58 25.25
040215;Manoel Carneiro Leão;Dois Carneiros;Jaboatão dos Guararapes;-8  6 41.49;-34  58 14.37
040216;Manoel Carneiro Leão;Dois Carneiros;Jaboatão dos Guararapes;-8  6 47.55;-34 58 10.87
040217;Manoel Carneiro Leão;Dois Carneiros;Jaboatão dos Guararapes;-8 6 51.87;-34  58 7.14
040218;Piracicaba;Jardim São Paulo;Recife;-8  4 40.28;-34 56 39.07
040219;Piracicaba;Jardim São Paulo;Recife;-8   4 39.69;-34 56 45.96
040220;Piracicaba;Jardim São Paulo;Recife;-8 4 39.08;-34 56 51.87
040221;Piracicaba;Jardim São Paulo;Recife;-8 4 38.79;-34 56 56.71
040222;Piracicaba;Jardim São Paulo;Recife;-8 4 42.42;-34 57 5.48
040223;Piracicaba;Jardim São Paulo;Recife;-8 4 41.24;-34 57 3.59
040224;Piracicaba;Jardim São Paulo;Recife;-8 4 39.06;-34 56 56.93
040225;Piracicaba;Jardim São Paulo;Recife;-8 4 39.41;-34 56 51.52
040226;Piracicaba;Jardim São Paulo;Recife;-8  4 40.29;-34 56 42.45
040232;Curado;Jardim São Paulo;Recife;-8  4 53.84;-34 57 10.25
040233;Curado;Jardim São Paulo;Recife;-8  5 0.00;-34 57 13.93
040234;Curado;Jardim São Paulo;Recife;-8 5 5.80;-34 57 15.05
040235;Curado;Jardim São Paulo;Recife;-8  5 4.65;-34 57 14.72
040236;Curado;Jardim São Paulo;Recife;-8  5 0.53;-34 57 14.22
040237;Curado;Jardim São Paulo;Recife;-8   4 53.45;-34 57 10.30
040238;Curado;Jardim São Paulo;Recife;-8  4 50.76;-34 57 8.93
040239;José Cornélio;Coqueiral;Jaboatão dos Guararapes;-8  5 27.59;-34 57 55.53
040240;Vicente Celestino;Cavaleiro;Jaboatão dos Guararapes;-8  4 56.00;-34 58 37.32
040241;Sete de Setembro;Coqueiral;Jaboatão dos Guararapes;-8  5 24.55;-34  58 11.53
040242;Sete de Setembro;Coqueiral;Jaboatão dos Guararapes;-8  5 24.30;-34 58 9.91
040243;Linha Nova;Coqueiral;Jaboatão dos Guararapes;-8  5 22.54;-34 58 5.66
040244;Linha Nova;Coqueiral;Jaboatão dos Guararapes;-8  5 22.93;-34  58 5.34
040247;Estância;Estância;Recife;-8 05.131;-34 55.847
040262;Felício;Jardim São Paulo;Recife;-8 4 58.40;-34 56 29.41
040263;Italacy;Jardim São Paulo;Recife;-8 5 7.42;-34 56 32.64
040264;Central;Jardim São Paulo;Recife;-8 5 12.38;-34 56 33.43
040265;Central;Jardim São Paulo;Recife;-8 5 15.03;-34 56 37.92
040266;Central;Jardim São Paulo;Recife;-8 5 14.61;-34 56 36.62
040267;Central;Jardim São Paulo;Recife;-8 5 11.92;-34 56 32.15
040268;Italacy;Jardim São Paulo;Recife;-8 5 4.92;-34 56 33.37
040270;Felício;Jardim São Paulo;Recife;-8 4 56.83;-34 56 23.31
040273;Hannibal Portela;Jardim São Paulo;Recife;-8 4  46.87;-34 56 32.58
040275;Leandro Barreto;Jardim São Paulo;Recife;-8  4 48.46;-34  56 29.60
040276;Leandro Barreto;Jardim São Paulo;Recife;-8 4 56.82;-34 56 48.57
040277;Leandro Barreto;Jardim São Paulo;Recife;-8  5 3.67;-34 56 59.92
040278;Leandro Barreto;Jardim São Paulo;Recife;-8   5 6.45;-34 57 5.36
040279;Leandro Barreto;Jardim São Paulo;Recife;-8 5 8.91;-34 57 9.70
040280;Leandro Barreto;Jardim São Paulo;Recife;-8  5 8.96;-34 57 9.16
040281;Leandro Barreto;Jardim São Paulo;Recife;-8  5 6.61;-34 57 4.91
040282;Leandro Barreto;Jardim São Paulo;Recife;-8  5 3.50;-34 56 58.96
040283;Leandro Barreto;Jardim São Paulo;Recife;-8  4 55.76;-34 56 45.63
040284;Leandro Barreto;Jardim São Paulo;Recife;-8 4 48.02;-34 56 27.85
040285;Alcântara;Coqueiral;Recife;-8  5 20.38;-34 58  2.48
050000;Jaboatão;Jaboatão;Jaboatão dos Guararapes;-8  6 41.63;-35  0 52.37
050002;Manoel Rabelo;Jaboatão;Jaboatão dos Guararapes;-8  6 40.54;-35 0 41.84
050003;Manoel Rabelo;Jaboatão;Jaboatão dos Guararapes;-8   6 38.79;-35 0 23.20
050004;Manoel Rabelo;Jaboatão;Jaboatão dos Guararapes;-8 6 34.52;-35 0 14.96
050005;Manoel Rabelo;Jaboatão;Jaboatão dos Guararapes;-8 6 31.01;-35  0 5.72
050006;Manoel Rabelo;Jaboatão;Jaboatão dos Guararapes;-8   6 31.22;-34 59 48.33
050007;Manoel Rabelo;Socorro;Jaboatão dos Guararapes;-8  6 30.86;-34 59 34.73
050008;Manoel Rabelo;Socorro;Jaboatão dos Guararapes;-8 6 30.13;-34 59 8.77
050009;Manoel Rabelo;Sucupira;Jaboatão dos Guararapes;-8 6 25.41;-34 58 52.90
050010;Lindolfo Collor;Paratibe;Paulista;-7  56 14.29;-34 53 55.47
050011;Manoel Rabelo;Sucupira;Jaboatão dos Guararapes;-8 6 23.64;-34 58 42.40
050012;Manoel Rabelo;Jaboatão;Jaboatão dos Guararapes;-8 6 25.04;-34 58 50.82
050013;Manoel Rabelo;Jaboatão;Jaboatão dos Guararapes;-8  6 27.91;-34 59 4.30
050014;Manoel Rabelo;Jaboatão;Jaboatão dos Guararapes;-8 6 29.74;-34 59 11.80
050015;Manoel Rabelo;Socorro;Jaboatão dos Guararapes;-8  6 30.57;-34  59 37.12
050016;Manoel Rabelo;Jaboatão;Jaboatão dos Guararapes;-8  6 30.86;-34 59 49.39
050017;Manoel Rabelo;Jaboatão;Jaboatão dos Guararapes;-8  6 29.65;-35 0 4.77
050018;Manoel Rabelo;Jaboatão;Jaboatão dos Guararapes;-8 6 35.09;-35 0 16.37
050019;Manoel Rabelo;Jaboatão;Jaboatão dos Guararapes;-8  6 38.43;-35 0 26.10
050020;Manoel Rabelo;Jaboatão;Jaboatão dos Guararapes;-8 6 41.16;-35  0 44.29
050021;Manoel Rabelo;Jaboatão;Jaboatão dos Guararapes;-8  6 42.71;-35 0 52.16
050022;Luz;Santo Aleixo;Jaboatão dos Guararapes;-8  6 1.5;-35 1 12.34
050023;Luz;Santo Aleixo;Jaboatão dos Guararapes;-8  6 11.65;-35  1 7.45
050024;Luz;Santo Aleixo;Jaboatão dos Guararapes;-8   6 18.19;-35 1 5.12
050025;Luz;Santo Aleixo;Jaboatão dos Guararapes;-8  6 26.00;-35 1 2.56
050026;Luz;Santo Aleixo;Jaboatão dos Guararapes;-8  6 25.70;-35  1 2.71
050027;Luz;Santo Aleixo;Jaboatão dos Guararapes;-8 6 17.60;-35 1 5.02
050028;Luz;Santo Aleixo;Jaboatão dos Guararapes;-8  6 9.01;-35 1 7.74
050029;Luz;Santo Aleixo;Jaboatão dos Guararapes;-8  6 0.81;-35 1 12.23
050030;Cândido Rondon;Sucupira;Jaboatão dos Guararapes;-8  6 16.36;-34 58 53.58
050031;Cândido Rondon;Sucupira;Jaboatão dos Guararapes;-8   6 23.01;-34 58 52.50
050032;Cândido Rondon;Sucupira;Jaboatão dos Guararapes;-8  6 23.31;-34 58 52.06
050033;Cândido Rondon;Sucupira;Jaboatão dos Guararapes;-8   6 15.03;-34 58 53.45
050034;Cândido Rondon;Sucupira;Jaboatão dos Guararapes;-8  6 10.63;-34 58 54.28
050035;Cândido Rondon;Sucupira;Jaboatão dos Guararapes;-8 6 6.65;-34 58 54.92
050036;Cândido Rondon;Sucupira;Jaboatão dos Guararapes;-8 5 56.46;-34 58 55.69
050037;Cândido Rondon;Sucupira;Jaboatão dos Guararapes;-8  6 0.99;-34 58 55.44
050038;Cândido Rondon;Sucupira;Jaboatão dos Guararapes;-8  6 0.87;-34 58 55.83
050039;Manoel Bezerra Neves;Socorro;Jaboatão dos Guararapes;-8  7 15.28;-34  59 49.07
050040;Manoel Bezerra Neves;Socorro;Jaboatão dos Guararapes;-8   7 3.18;-34 59 41.38
050041;Manoel Bezerra Neves;Sucupira;Jaboatão dos Guararapes;-8 6 57.30;-34 59 40.38
050042;Manoel Bezerra Neves;Socorro;Jaboatão dos Guararapes;-8 6 50.63;-34 59 40.18
050043;Manoel Bezerra Neves;Socorro;Jaboatão dos Guararapes;-8  6 42.85;-34 59 43.38
050044;Manoel Bezerra Neves;Socorro;Jaboatão dos Guararapes;-8  6 31.57;-34 59 46.06
050045;Manoel Bezerra Neves;Socorro;Jaboatão dos Guararapes;-8  6 32.11;-34 59 46.04
050046;Manoel Bezerra Neves;Socorro;Jaboatão dos Guararapes;-8  6 42.48;-34 59 44.30
050047;Manoel Bezerra Neves;Socorro;Jaboatão dos Guararapes;-8  6 52.96;-34 59 40.13
050048;Manoel Bezerra Neves;Socorro;Jaboatão dos Guararapes;-8 6 57.98;-34 59 40.86
050049;Manoel Bezerra Neves;Socorro;Jaboatão dos Guararapes;-8  7 4.23;-34 59 41.88
050050;Manoel Bezerra Neves;Socorro;Jaboatão dos Guararapes;-8 7 11.88;-34 59 44.63
050051;Manoel Bezerra Neves;Socorro;Jaboatão dos Guararapes;-8 7 16.63;-35  0 3.14
050052;Luz;Santo Aleixo;Jaboatão dos Guararapes;-8 5 22.29;-35 1 24.12
050053;Luz;Santo Aleixo;Jaboatão dos Guararapes;-8 5 23.53;-35 1 27.13
050054;Luz;Santo Aleixo;Jaboatão dos Guararapes;-8 5 34.76;-35  1 23.91
050055;Luz;Santo Aleixo;Jaboatão dos Guararapes;-8  5 38.06;-35  1 19.81
050056;Luz;Santo Aleixo;Jaboatão dos Guararapes;-8 5 45.38;-35  1 15.62
050057;Luz;Santo Aleixo;Jaboatão dos Guararapes;-8 05.795;-35  01.229
050058;Luz;Santo Aleixo;Jaboatão dos Guararapes;-8  5 38.10;-35  1 19.12
050059;Luz;Santo Aleixo;Jaboatão dos Guararapes;-8  5 22.30;-35 1 28.94
050060;Entre Rios;Santo Aleixo;Jaboatão dos Guararapes;-8 6 25.04;-35 0 53.18
050061;Entre Rios;Santo Aleixo;Jaboatão dos Guararapes;-8  6 15.83;-35  0 54.98
050062;Jaboatão;Santo Aleixo;Jaboatão dos Guararapes;-8  6 4.74;-35 1 6.73
050063;Santo Aleixo;Santo Aleixo;Jaboatão dos Guararapes;-8 6 4.73;-35 1 7.20
050064;Santo Aleixo;Santo Aleixo;Jaboatão dos Guararapes;-8  6 9.17;-35 1 1.52
050065;Entre Rios;Santo Aleixo;Jaboatão dos Guararapes;-8  6 27.10;-35 0 54.41
050066;Entre Rios;Santo Aleixo;Jaboatão dos Guararapes;-8 06.291;-35 00.906
050067;Lucena;Jaboatão;Jaboatão dos Guararapes;-8  6 46.45;-35  1 8.42
050068;Lucena;Jaboatão;Jaboatão dos Guararapes;-8 6 44.88;-35 1 2.28
050069;Lucena;Jaboatão;Jaboatão dos Guararapes;-8   6 44.44;-35 1 1.79
050070;Lucena;Jaboatão;Jaboatão dos Guararapes;-8  6 46.32;-35  1 9.27
050071;Carlos Coelho;Vila Rica;Jaboatão dos Guararapes;-8  8 2.93;-35 2 4.08
050072;Carlos Coelho;Vila Rica;Jaboatão dos Guararapes;-8  7 52.19;-35  2 8.44
050073;Carlos Coelho;Vila Rica;Jaboatão dos Guararapes;-8 7 48.85;-35  2 0.03
050074;Carlos Coelho;Vila Rica;Jaboatão dos Guararapes;-8 7 46.18;-35  1 50.56
050075;Carlos Coelho;Vila Rica;Jaboatão dos Guararapes;-8 7 43.40;-35 1 47.39
050076;Carlos Coelho;Vila Rica;Jaboatão dos Guararapes;-8 7 35.51;-35 1 48.00
050077;Carlos Coelho;Vila Rica;Jaboatão dos Guararapes;-8  7 26.27;-35 1 49.13
050078;Carlos Coelho;Vila Rica;Jaboatão dos Guararapes;-8 7 18.04;-35  1 47.12
050079;Carlos Coelho;Vila Rica;Jaboatão dos Guararapes;-8 7 14.91;-35  1 42.77
050080;Carlos Coelho;Vila Rica;Jaboatão dos Guararapes;-8 7 15.15;-35  1 43.23
050081;Carlos Coelho;Vila Rica;Jaboatão dos Guararapes;-8  7 17.68;-35 1 46.90
050082;Carlos Coelho;Vila Rica;Jaboatão dos Guararapes;-8 7 27.40;-35  1 49.35
050083;Carlos Coelho;Vila Rica;Jaboatão dos Guararapes;-8  7 33.68;-35 1 48.79
050084;Carlos Coelho;Vila Rica;Jaboatão dos Guararapes;-8  7 45.08;-35 1 49.25
050085;Carlos Coelho;Vila Rica;Jaboatão dos Guararapes;-8 7 48.54;-35 1 55.54
050086;Carlos Coelho;Vila Rica;Jaboatão dos Guararapes;-8 7 48.31;-35  2 3.13
050087;Carlos Coelho;Vila Rica;Jaboatão dos Guararapes;-8 7 55.00;-35 2 9.76
050088;Moreno;Vila Rica;Jaboatão dos Guararapes;-8 7 10.32;-35 1 40.95
050089;Moreno;Vila Rica;Jaboatão dos Guararapes;-8  7 10.60;-35 1 41.38
050090;Moreno;Vila Rica;Jaboatão dos Guararapes;-8  7 6.68;-35  1 35.86
050091;Moreno;Vila Rica;Jaboatão dos Guararapes;-8  7 5.12;-35 1 31.33
050092;Moreno;Vila Rica;Jaboatão dos Guararapes;-8  7 3.49;-35 1 27.31
050093;Moreno;Vila Rica;Jaboatão dos Guararapes;-8  6 59.65;-35  1 24.31
050094;Moreno;Vila Rica;Jaboatão dos Guararapes;-8  6 54.49;-35  1 21.59
050095;Moreno;Vila Rica;Jaboatão dos Guararapes;-8  6 53.19;-35 1 21.97
050096;Moreno;Vila Rica;Jaboatão dos Guararapes;-8 6 59.87;-35 1 24.74
050097;Moreno;Vila Rica;Jaboatão dos Guararapes;-8 7 4.48;-35 1 30.73
050098;Moreno;Vila Rica;Jaboatão dos Guararapes;-8   7 6.32;-35 1 35.41
050099;Moreno;Vila Rica;Jaboatão dos Guararapes;-8 07.259;-35 01.714
050100;01;Vila Rica;Jaboatão dos Guararapes;-8  7 37.46;-35 1 39.57
050101;04;Vila Rica;Jaboatão dos Guararapes;-8  7 34.37;-35  1 42.97
050102;04;Vila Rica;Jaboatão dos Guararapes;-8  7 30.21;-35  1 44.31
050103;04;Vila Rica;Jaboatão dos Guararapes;-8  7 23.45;-35 1 46.56
050104;04;Vila Rica;Jaboatão dos Guararapes;-8 7 19.39;-35 1 40.89
050105;04;Vila Rica;Jaboatão dos Guararapes;-8 7 19.20;-35 1 41.92
050106;04;Vila Rica;Jaboatão dos Guararapes;-8  7 22.69;-35 1 47.10
050107;04;Vila Rica;Jaboatão dos Guararapes;-8  7 30.74;-35  1 44.94
050108;02;Vila Rica;Jaboatão dos Guararapes;-8 7 14.92;-35 1 39.50
050109;02;Vila Rica;Jaboatão dos Guararapes;-8  7 17.55;-35  1 39.08
050155;Sancho;Tejipio;Recife;-8  5 24.74;-34  57 26.71
050176;Arthur Xavier;Quitandinha;Jaboatão dos Guararapes;-8  6 11.86;-34 59 48.27
050177;Arthur Xavier;Quitandinha;Jaboatão dos Guararapes;-8  6 17.48;-34 59 46.38
050178;Arthur Xavier;Quitandinha;Jaboatão dos Guararapes;-8  6 22.12;-34 59 43.07
050179;Arthur Xavier;Quitandinha;Jaboatão dos Guararapes;-8   6 29.47;-34 59 39.03
050180;Arthur Xavier;Quitandinha;Jaboatão dos Guararapes;-8   6 23.94;-34  59 41.13
050181;Arthur Xavier;Quitandinha;Jaboatão dos Guararapes;-8  6 18.22;-34 59 45.60
050182;Arthur Xavier;Quitandinha;Jaboatão dos Guararapes;-8  6 11.91;-34 59 45.60
050183;Jardim Quitanda;Quitandinha;Jaboatão dos Guararapes;-8 6 3.98;-34 59 30.97
050184;Jardim Quitanda;Quitandinha;Jaboatão dos Guararapes;-8 05.988;-34 59.538
050185;PE-007;Jaboatão;Jaboatão dos Guararapes;-8 6 25.91;-35 3 57.53
050186;PE-007;Jaboatão;Jaboatão dos Guararapes;-8 6 30.95;-35 3 44.24
050187;PE-007;Jaboatão;Jaboatão dos Guararapes;-8 6 33.66;-35 3 18.77
050188;PE-007;Jaboatão;Jaboatão dos Guararapes;-8 6 34.09;-35 2 59.29
050189;PE-007;Jaboatão;Jaboatão dos Guararapes;-8 6 43.23;-35 2 40.04
050190;PE-007;Jaboatão;Jaboatão dos Guararapes;-8 6 43.96;-35  2 26.38
050191;PE-007;Jaboatão;Jaboatão dos Guararapes;-8 6 43.42;-35  2 13.81
050192;PE-007;Jaboatão;Jaboatão dos Guararapes;-8 6 46.81;-35 1 53.50
050193;PE-007;Jaboatão;Jaboatão dos Guararapes;-8  6 48.71;-35 1 39.19
050194;PE-007;Jaboatão;Jaboatão dos Guararapes;-8 6 47.44;-35  1 40.62
050195;PE-007;Jaboatão;Jaboatão dos Guararapes;-8   6 46.36;-35 1 52.60
050196;PE-007;Jaboatão;Jaboatão dos Guararapes;-8  6 42.71;-35 2 9.79
050197;PE-007;Engenho goveta;Jaboatão dos Guararapes;-8  6 43.29;-35  2 24.50
050198;PE-007;Jaboatão;Jaboatão dos Guararapes;-8  6 42.42;-35 2 41.68
050199;PE-007;Jaboatão;Jaboatão dos Guararapes;-8 6 32.89;-35 3 0.13
050200;PE-007;Jaboatão;Jaboatão dos Guararapes;-8 6 32.77;-35 3 19.74
050201;PE-007;Jaboatão;Jaboatão dos Guararapes;-8 6 31.38;-35 3 41.58
050202;PE-007;Jaboatão;Jaboatão dos Guararapes;-8 6 25.04;-35 3 59.41
050203;PE-007;Jaboatão;Jaboatão dos Guararapes;-8  7 3.87;-35   5 59.50
050204;PE-007;Jaboatão;Jaboatão dos Guararapes;-8 7 3.95;-35  5 48.24
050205;PE-007;Jaboatão;Jaboatão dos Guararapes;-8  6 58.75;-35 5 26.40
050206;PE-007;Jaboatão;Jaboatão dos Guararapes;-8  6 54.89;-35  5 17.67
050207;PE-007;Jaboatão;Jaboatão dos Guararapes;-8  6 55.10;-35 5 7.69
050208;PE-007;Jaboatão;Jaboatão dos Guararapes;-8 6 55.02;-35 4 52.96
050209;PE-007;Jaboatão;Jaboatão dos Guararapes;-8   6 45.90;-35 4 38.63
050210;PE-007;Jaboatão;Jaboatão dos Guararapes;-8 6 27.09;-35  4 23.75
050211;PE-007;Jaboatão;Jaboatão dos Guararapes;-8 6 26.09;-35 4 22.65
050212;PE-007;Jaboatão;Moreno;-8 6 47.07;-35 4 39.61
050213;PE-007;Jaboatão;Moreno;-8 6 55.05;-35 4 54.85
050214;PE-007;Jaboatão;Moreno;-8  6 54.91;-35  5 6.23
050215;PE-007;Jaboatão;Moreno;-8 6 55.99;-35  5 21.19
050216;PE-007;Jaboatão;Moreno;-8 6 59.82;-35  5 29.64
050217;PE-007;Jaboatão;Moreno;-8  7 4.21;-35 5 44.07
050218;PE-007;Moreno centro;Moreno;-8  7 3.96;-35  6 0.39
050219;PE-007;Moreno centro;Moreno;-8  7 5.26;-35  5 51.01
050220;PE-007;Moreno centro;Moreno;-8  6 56.24;-35 7 14.04
050221;PE-007;Moreno centro;Moreno;-8 6 55.01;-35 7 0.85
050222;PE-007;Moreno centro;Moreno;-8  6 51.66;-35 6 42.35
050223;PE-007;Moreno centro;Moreno;-8 6 56.70;-35  6 37.29
050224;PE-007;Moreno centro;Moreno;-8   7 1.06;-35  6 32.08
